,id,name,vector_id,datetime,score,rerunscore
168,37851,elog time gap vector at 2024-03-23 18:36:00Z,6,2024-03-23 11:36:00.727698-07,0.026508810271423,0.0060184543450285
68,37945,elog time gap vector at 2024-03-23 22:36:09Z,6,2024-03-23 15:36:09.543184-07,0.026508810271423,0.0109163109928658
54,38136,elog time gap vector at 2024-03-24 19:00:32Z,6,2024-03-24 12:00:32.882009-07,0.026508810271423,0.190687616454594
148,38243,elog time gap vector at 2024-03-25 14:04:44Z,6,2024-03-25 07:04:44.274849-07,0.026508810271423,0.804541787406953
100,38337,elog time gap vector at 2024-03-25 18:04:53Z,6,2024-03-25 11:04:53.086593-07,0.026556020442626,0.000153396534627814
126,38442,elog time gap vector at 2024-03-26 17:02:58Z,6,2024-03-26 10:02:58.979582-07,0.026556020442626,0.0047868454745466
103,38576,elog time gap vector at 2024-03-27 12:52:00Z,6,2024-03-27 05:52:00.092665-07,0.026556020442626,0.0859170574296682
161,38756,elog time gap vector at 2024-03-28 16:37:29Z,6,2024-03-28 09:37:29.14675-07,0.026556020442626,0.00563593171571263
59,38850,elog time gap vector at 2024-03-28 20:37:38Z,6,2024-03-28 13:37:38.5537-07,0.026556020442626,0.0102259409576436
160,39049,elog time gap vector at 2024-03-29 17:14:18Z,6,2024-03-29 10:14:18.406302-07,0.026556020442626,0.000137468759977566
19,39175,elog time gap vector at 2024-03-30 17:37:55Z,6,2024-03-30 10:37:55.671835-07,0.026556020442626,0.00530955443235172
61,39269,elog time gap vector at 2024-03-30 21:38:04Z,6,2024-03-30 14:38:04.404608-07,0.026556020442626,0.00963606370096127
152,39479,elog time gap vector at 2024-03-31 18:12:08Z,6,2024-03-31 11:12:08.494475-07,0.026556020442626,0.175463642475516
125,39573,elog time gap vector at 2024-03-31 22:12:17Z,6,2024-03-31 15:12:17.060693-07,0.026556020442626,0.279482010532956

